,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial
205,"CURITIBA, PR",2000-02-12,18,20,26,34,51,56,0,43,3478,0,17769.34,218.86,,0,0,0,SIM,SIM
206,"FLORIANÓPOLIS, SC",2000-02-19,3,7,19,24,53,55,0,90,6510,0,9663.76,133.1,,0,0,0,SIM,SIM
207,"CAXIAS DO SUL, RS",2000-02-26,15,23,24,25,47,57,0,72,5232,0,12679.18,173.83,,0,0,0,SIM,SIM
208,"BALNEÁRIO CAMBORIÚ, SC",2000-03-04,13,21,26,32,41,52,0,81,5496,0,12349.82,181.32,,0,0,0,SIM,SIM
209,"BRASÍLIA, DF",2000-03-11,20,32,37,38,48,58,0,29,3921,0,46721.17,344.24,,0,0,0,SIM,SIM
210,"PALMAS, TO",2000-03-18,10,20,33,40,45,50,0,164,16680,0,10880.27,106.58,,0,0,0,SIM,SIM
211,"PORTO VELHO, RO",2000-03-25,6,15,29,45,57,59,0,147,9880,0,13318.79,197.42,,0,0,0,SIM,SIM
212,"CAMPO GRANDE, MS",2000-04-01,3,9,23,30,32,35,3,312,18348,7089194.54,7299.77,123.66,PR,0,0,0,NAO,SIM
213,"SANTA ROSA, RS",2000-04-08,6,12,30,31,35,50,0,54,3769,0,15578.04,222.35,,0,0,0,SIM,SIM
214,"LONDRINA, PR",2000-04-15,7,28,37,46,53,58,0,78,4942,0,12078.4,189.92,,0,0,0,SIM,SIM
215,"PORTO SEGURO, BA",2000-04-22,14,18,30,35,42,59,4,91,5049,801057.55,9745.75,175,BA,0,0,0,NAO,SIM
216,"XANXERÊ, SC",2000-04-29,3,27,32,45,49,51,0,159,5820,0,4599.62,125.19,,0,0,0,SIM,SIM
217,"SARANDI, RS",2000-05-06,12,17,40,42,47,54,1,95,4679,1878255.09,8777.61,177.55,PR,0,0,0,NAO,SIM
218,"OSASCO, SP",2000-05-13,23,26,28,36,42,49,0,80,5139,0,9221.78,143.02,,0,0,0,SIM,SIM
219,"FRANCA, SP",2000-05-20,13,14,36,53,55,60,1,125,8067,12636751.12,12488.05,192.78,SP,0,0,0,NAO,SIM
220,"JUIZ DE FORA, MG",2000-05-27,13,27,43,50,54,58,0,49,3793,0,14565.66,187.45,,0,0,0,SIM,SIM
221,"OURINHOS, SP",2000-06-03,5,19,30,48,52,55,0,55,4462,0,15243.16,187.18,,0,0,0,SIM,SIM
222,,2000-06-10,2,6,22,24,28,58,0,163,7780,0,5838.31,121.86,,0,0,0,SIM,SIM
223,"CARUARU, PE",2000-06-17,7,16,18,20,21,44,0,119,7185,0,8706.35,143.77,,0,0,0,SIM,SIM
224,"BRASÍLIA, DF",2000-06-24,2,4,16,21,37,58,0,83,5517,0,12542.39,188.14,,0,0,0,SIM,SIM
225,"BRASÍLIA, DF",2000-07-01,1,2,38,49,50,59,1,78,4123,6916920.13,15170.39,286.14,SP,0,0,0,NAO,SIM
226,"MONTES CLAROS, MG",2000-07-08,11,26,27,37,42,48,0,51,3648,0,14471.45,201.72,,0,0,0,SIM,SIM
227,"JACAREI, SP",2000-07-15,13,16,40,43,45,59,0,64,4497,0,13240.28,187.87,,0,0,0,SIM,SIM
228,"GARANHUNS, PE",2000-07-22,11,13,21,33,39,45,1,121,7685,2992781.57,7508.79,117.88,AM,0,0,0,NAO,SIM
229,"CAICÓ, RN",2000-07-29,8,40,41,44,53,56,0,94,5820,0,15000.56,241.56,,0,0,0,SIM,SIM
230,"ASSIS, SP",2000-08-05,16,27,36,42,44,59,0,125,9458,0,12896.11,169.93,,0,0,0,SIM,SIM
231,"ASSIS, SP",2000-08-12,19,22,29,37,41,59,0,124,8807,0,14598.36,204.93,,0,0,0,SIM,SIM
232,"BRASÍLIA, DF",2000-08-19,3,7,24,32,36,45,5,512,21452,3196547.03,3790.28,90.2,DF,0,0,0,NAO,SIM
233,"BRASÍLIA, DF",2000-08-26,15,25,41,42,45,54,0,39,3505,0,19369.91,214.89,,0,0,0,SIM,SIM
234,"UNAÍ, MG",2000-09-02,2,22,29,31,41,55,0,52,3086,0,16604.49,278.96,,0,0,0,SIM,SIM
235,"BIRIGUI, SP",2000-09-09,10,25,50,52,57,60,0,76,4703,0,12197.95,196.53,,0,0,0,SIM,SIM
236,"TUBARÃO, SC",2000-09-16,7,31,36,45,56,57,0,54,4145,0,19896.75,258.44,,0,0,0,SIM,SIM
237,"PORTO ALEGRE, RS",2000-09-23,9,13,15,37,41,42,4,188,10483,1429476.11,6088.25,108.86,BA,0,0,0,NAO,SIM
238,"Belém, PA",2000-09-30,6,21,33,44,46,47,1,30,3826,866183.32,24060.65,188.1,BA,0,0,0,NAO,SIM
239,"Belém, PA",2000-10-07,25,28,38,41,57,59,0,103,6244,0,15200.74,250,,0,0,0,SIM,SIM
240,"Santa Cruz do Sul, RS",2000-10-14,11,31,35,40,56,57,0,74,5485,0,22811.94,306.85,,0,0,0,SIM,SIM
241,"Teresina, PI",2000-10-21,4,7,21,22,28,56,0,203,13497,0,9933.73,148.97,,0,0,0,SIM,SIM
242,"SÃO LUÍS, MA",2000-10-28,11,16,20,23,32,47,0,180,13705,0,12019.97,157.4,,0,0,0,SIM,SIM
243,"Juazeiro do Norte, CE",2000-11-04,19,24,33,47,50,60,0,204,14735,0,13698.02,189.08,,0,0,0,SIM,SIM
244,"FORTALEZA, CE",2000-11-11,8,27,44,51,53,60,3,283,21593,9153484.88,15838.62,206.96,GO,0,0,0,NAO,SIM
245,"Cascavel, PR",2000-11-18,2,16,32,37,43,57,0,93,5429,0,9292.06,158.71,,0,0,0,SIM,SIM
246,"Ponta Grossa, PR",2000-11-25,3,10,23,30,34,46,0,80,6425,0,12080.19,149.96,,0,0,0,SIM,SIM
247,"PONTA GROSSA, PR",2000-12-02,16,32,34,35,41,56,0,50,4862,0,21550.72,220.96,,0,0,0,SIM,SIM
248,"MACEIÓ, AL",2000-12-09,21,36,40,49,54,55,0,60,4247,0,19680.2,277.21,,0,0,0,SIM,SIM
249,"Suzano, SP",2000-12-16,7,25,41,42,43,55,0,203,15545,0,10867.31,141.5,,0,0,0,SIM,SIM
250,"SÃO PAULO, SP",2000-12-23,15,23,30,34,49,55,0,180,12813,0,15473.98,216.73,,0,0,0,SIM,SIM
251,"Ubatuba, SP",2000-12-30,4,17,26,32,51,54,2,354,22122,15107002.24,10070.62,160.67,DF,0,0,0,NAO,SIM
252,"Brasília, DF",2001-01-06,11,12,24,37,44,56,0,126,7260,0,6985.77,120.88,,0,0,0,SIM,SIM
253,"ALMENARA, MG",2001-01-13,1,4,21,22,30,56,0,66,6381,0,16400.47,169.14,,0,0,0,SIM,SIM
254,"Guaratuba, PR",2001-01-20,16,19,20,32,44,55,0,80,6812,0,14363.63,168.19,,0,0,0,SIM,SIM
255,"SÃO SEBASTIÃO , SP",2001-01-27,2,21,26,32,34,52,0,91,6319,0,13336.96,191.49,,0,0,0,SIM,SIM
256,"CARAGUATATUBA, SP",2001-02-03,1,4,5,19,28,34,1,175,11706,6808483.96,7704.83,114.84,RJ,0,0,0,NAO,SIM
257,"Piracicaba, SP",2001-02-10,7,12,50,54,55,60,0,53,3615,0,15960.68,233.3,,0,0,0,SIM,SIM
258,"São Carlos, SP",2001-02-17,13,15,20,33,43,58,0,65,5581,0,15136.22,175.77,,0,0,0,SIM,SIM
259,"CORUMBÁ, MS",2001-02-24,4,6,33,43,59,60,0,120,8956,0,16065.94,214.63,,0,0,0,SIM,SIM
260,"Paranavaí, PR",2001-03-03,5,16,20,30,54,56,0,91,7281,0,22350.19,278.51,,0,0,0,SIM,SIM
261,"JOINVILLE, SC",2001-03-10,11,20,48,53,58,60,0,108,8838,0,24643.78,300.24,,0,0,0,SIM,SIM
262,"UMUARAMA, PR",2001-03-17,8,9,26,43,50,53,0,136,12752,0,24937.18,265.17,,0,0,0,SIM,SIM
263,"Sto Antônio da Platina, PR",2001-03-24,1,5,13,25,31,33,2,979,50364,16055880.73,4298.96,83.25,CE,0,0,0,NAO,SIM
264,"Colorado, PR",2001-03-31,7,16,34,41,50,53,0,64,3855,0,14676.59,242.74,,0,0,0,SIM,SIM
265,"LONDRINA, PR",2001-04-07,2,23,38,46,48,54,0,89,6687,0,12318.14,163.33,,0,0,0,SIM,SIM
266,"Marília, SP",2001-04-14,1,8,45,46,55,58,0,46,4076,0,23142.59,260.19,,0,0,0,SIM,SIM
267,"Campinas, SP",2001-04-21,5,6,10,21,33,47,0,111,10133,0,10348.29,112.93,,0,0,0,SIM,SIM
268,"Divinópolis, MG",2001-04-28,17,18,19,25,49,52,0,110,8717,0,12115.7,152.31,,0,0,0,SIM,SIM
269,"Itapecerica da Serra, SP",2001-05-05,5,9,27,35,40,45,1,228,16867,25186260.21,9665.14,130.16,SP,0,0,0,NAO,SIM
270,"OSASCO, SP",2001-05-12,14,24,26,29,31,54,0,43,4385,0,19939.25,194.79,,0,0,0,SIM,SIM
271,"Franca, SP",2001-05-19,9,10,24,36,56,58,0,70,5491,0,14013.37,177.97,,0,0,0,SIM,SIM
272,"Goiânia, GO",2001-05-26,10,17,23,27,47,52,1,92,7241,3456480.23,11326.92,143.38,PE,0,0,0,NAO,SIM
273,"Araras, SP",2001-06-02,11,13,18,26,39,47,0,142,7420,0,5488.22,104.64,,0,0,0,SIM,SIM
274,"Guaratinguetá, SP",2001-06-09,16,19,30,37,38,48,0,41,3737,0,22897.52,250.27,,0,0,0,SIM,SIM
275,"Ourinhos, SP",2001-06-16,22,39,45,53,57,59,0,79,5172,0,12486.98,190.01,,0,0,0,SIM,SIM
276,"Caruaru, PE",2001-06-23,4,26,38,40,52,56,0,95,5404,0,11578.72,202.78,,0,0,0,SIM,SIM
277,"Aracaju, SE",2001-06-30,10,15,18,22,31,55,0,99,6996,0,11868.09,167.32,,0,0,0,SIM,SIM
278,"Rondonópolis, MT",2001-07-07,4,23,31,47,58,59,0,58,6137,0,23664.88,222.81,,0,0,0,SIM,SIM
279,"JABOTICABAL, SP",2001-07-14,5,16,20,25,30,58,0,192,14673,0,11199.47,146,,0,0,0,SIM,SIM
280,"Pitanga, PR",2001-07-21,5,11,31,38,47,53,1,188,12864,22414093.5,13574.18,197.63,PR,0,0,0,NAO,SIM
281,"Porto Ferreira, SP",2001-07-28,9,14,23,24,33,36,1,76,6064,958878.82,10514.03,131.27,RJ,0,0,0,NAO,SIM
282,"Piracicaba, SP",2001-08-01,25,28,34,42,48,54,1,36,2126,367173.22,8499.38,143.38,SP,0,0,0,NAO,SIM
283,"Itapira, SP",2001-08-04,7,8,14,30,32,36,1,75,5358,901884.48,10020.94,139.74,PR,0,0,0,NAO,SIM
284,"Betim, MG",2001-08-08,12,32,37,41,50,56,0,17,1173,0,20875.96,301.41,,0,0,0,SIM,SIM
285,"Betim, MG",2001-08-11,29,35,37,44,47,56,0,59,3739,0,13743.96,216.06,,0,0,0,SIM,SIM
286,"Maringá, PR",2001-08-15,3,13,25,33,47,60,1,110,5633,1931474.8,4034.34,78.49,TO,0,0,0,NAO,SIM
287,"Maringá, PR",2001-08-18,6,9,11,17,18,50,0,82,4763,0,8749.64,150.07,,0,0,0,SIM,SIM
288,"Matão, SP",2001-08-22,6,7,20,25,30,36,0,29,2197,0,13819.12,181.72,,0,0,0,SIM,SIM
289,"Matão, SP",2001-08-25,7,25,26,30,40,57,0,56,4869,0,20662.23,236.75,,0,0,0,SIM,SIM
290,"Pau dos Ferros, RN",2001-08-29,5,16,17,18,22,41,0,71,4870,0,11244.78,163.32,,0,0,0,SIM,SIM
291,"Pau dos Ferros, RN",2001-09-01,13,23,24,34,45,53,0,116,8670,0,11313.3,150.8,,0,0,0,SIM,SIM
292,"Feira de Santana, BA",2001-09-05,5,6,7,12,28,35,0,167,10185,0,5817.88,95.03,,0,0,0,SIM,SIM
293,"Feira de Santana, BA",2001-09-08,22,25,28,41,45,57,2,130,7434,7696680.33,9839.13,171.41,PR,0,0,0,NAO,SIM
294,"Presidente Prudente, SP",2001-09-12,7,12,24,31,44,50,0,36,2055,0,10242.27,178.75,,0,0,0,SIM,SIM
295,"Presidente Prudente, SP",2001-09-15,3,20,42,46,51,52,0,29,2348,0,26582.95,327.09,,0,0,0,SIM,SIM
296,"Porto Alegre, RS",2001-09-19,1,20,28,33,36,41,0,25,1920,0,19353.56,251.05,,0,0,0,SIM,SIM
297,"Porto Alegre, RS",2001-09-22,5,22,23,24,34,60,1,50,4372,2994572.21,17440.22,198.71,PR,0,0,0,NAO,SIM
298,"Aquidauana, MS",2001-09-26,2,5,7,33,49,53,0,33,2049,0,10538.82,169.09,,0,0,0,SIM,SIM
299,"Campo Grande, MS",2001-09-29,24,27,28,38,41,57,0,48,4820,0,22820.73,226.4,,0,0,0,SIM,SIM
300,"Concórdia, SC",2001-10-03,9,26,48,49,57,58,0,28,2892,0,29571.34,285.22,,0,0,0,SIM,SIM
301,"Chapecó, SC",2001-10-06,12,25,30,40,41,60,0,101,6361,0,13505.06,213.63,,0,0,0,SIM,SIM
302,"Blumenau, SC",2001-10-10,7,13,17,30,37,47,1,215,12861,12257748.27,4674.95,77.86,MS,0,0,0,NAO,SIM
303,"Blumenau, SC",2001-10-13,7,11,34,41,42,59,0,58,3274,0,11050.1,195.02,,0,0,0,SIM,SIM
304,"Jaraguá do Sul, SC",2001-10-17,5,11,27,38,53,60,0,47,3770,0,10013.62,124.37,,0,0,0,SIM,SIM
305,"Jaraguá do Sul, SC",2001-10-20,19,30,41,47,56,57,0,28,2294,0,29736.18,361.58,,0,0,0,SIM,SIM
306,"Manaus, AM",2001-10-24,13,16,17,26,41,44,0,44,3962,0,12632.8,139.76,,0,0,0,SIM,SIM
307,"Manaus, AM",2001-10-27,4,11,25,29,39,55,1,62,5173,4138172.99,15297.99,182.67,RS,0,0,0,NAO,SIM
308,"Juazeiro do Norte, CE",2001-10-31,4,11,25,39,50,55,1,3001,2997,442899.06,122.53,122.69,RS,0,0,0,NAO,SIM
309,"Juazeiro do Norte, CE",2001-11-03,2,14,28,29,31,32,0,81,5093,0,10544.47,167.07,,0,0,0,SIM,SIM
310,"Poços de Caldas, MG",2001-11-07,22,24,30,32,38,41,0,31,2871,0,25454.68,273.81,,0,0,0,SIM,SIM
311,"Poços de Caldas, MG",2001-11-10,14,23,30,41,47,50,0,76,4985,0,15889.75,241.33,,0,0,0,SIM,SIM
312,"Sobral, CE",2001-11-14,14,16,24,37,38,53,0,61,5547,0,15665.21,171.62,,0,0,0,SIM,SIM
313,"Sobral, CE",2001-11-17,5,32,34,37,40,58,0,93,5542,0,12287.32,205.42,,0,0,0,SIM,SIM
314,"Dois Vizinhos, PR",2001-11-21,12,21,22,28,43,50,1,43,4598,13675105.67,24188.06,225.35,PR,0,0,0,NAO,SIM
315,"Dois Vizinhos, PR",2001-11-24,6,24,28,43,51,56,0,104,4093,0,6446.33,163.18,,0,0,0,SIM,SIM
316,"Telêmaco Borba, PR",2001-11-28,16,20,27,30,35,48,0,23,2088,0,18858.99,206.96,,0,0,0,SIM,SIM
317,"ivaiporã, PR",2001-12-01,3,19,20,31,40,53,1,46,3071,2227008.03,16340.54,243.84,SP,0,0,0,NAO,SIM
318,"Sertãozinho, SP",2001-12-05,12,16,17,19,23,48,0,52,3342,0,7242.06,112.26,,0,0,0,SIM,SIM
319,"Sertãozinho, SP",2001-12-08,20,22,27,47,50,53,0,77,4916,0,15489,241.69,,0,0,0,SIM,SIM
320,"Ipatinga, MG",2001-12-12,4,11,31,32,48,49,0,55,3729,0,16954.09,249.11,,0,0,0,SIM,SIM
321,"Governador Valadares, MG",2001-12-15,11,18,29,44,47,56,0,87,7835,0,15453.45,170.95,,0,0,0,SIM,SIM
322,"Indaiatuba, SP",2001-12-19,26,31,33,40,49,54,0,56,4244,0,19921.91,261.89,,0,0,0,SIM,SIM
323,"Indaiatuba, SP",2001-12-22,8,15,22,25,30,47,0,211,12192,0,7938.4,136.87,,0,0,0,SIM,SIM
324,"Sorocaba, SP",2001-12-29,1,3,4,21,23,53,2,256,15646,8743877.8,9590.82,156.33,AM,0,0,0,NAO,SIM
325,"Guaratuba, PR",2002-01-05,21,23,40,44,51,52,0,27,2674,0,32367.36,325.58,,0,0,0,SIM,SIM
326,"Caldas Novas, GO",2002-01-09,29,32,33,38,46,48,0,16,2112,0,30517.93,230.33,,0,0,0,SIM,SIM
327,"Caldas Novas, GO",2002-01-12,5,7,14,21,23,51,1,100,7121,2721357.01,9055.92,126.69,SP,0,0,0,NAO,SIM
328,"São Sebastião, SP",2002-01-16,10,11,12,24,35,40,0,40,2904,0,10380.3,142.44,,0,0,0,SIM,SIM
329,"São Sebastião, SP",2002-01-19,2,4,14,23,37,51,0,120,7914,0,10924.51,165.03,,0,0,0,SIM,SIM
330,"Três Lagoas, MS",2002-01-23,1,13,20,27,35,37,0,70,6408,0,13872.44,150.97,,0,0,0,SIM,SIM
331,"Três Lagoas, MS",2002-01-26,23,28,29,34,42,44,0,83,6713,0,16762.69,206.47,,0,0,0,SIM,SIM
332,"Dourados, MS",2002-01-30,4,27,35,44,52,53,0,93,6221,0,12692.31,189.02,,0,0,0,SIM,SIM
333,"Dourados, MS",2002-02-02,14,23,24,26,41,51,2,1200,8839,8729392.91,1400.91,189.47,SP,0,0,0,NAO,SIM
334,"Corumbá, MS",2002-02-06,7,23,33,43,57,59,0,24,2134,0,17736.83,198.73,,0,0,0,SIM,SIM
335,"Corumbá, MS",2002-02-09,2,18,22,26,30,54,0,68,4141,0,11058.6,180.91,,0,0,0,SIM,SIM
336,"Vargem Grande do Sul, SP",2002-02-16,4,14,16,31,52,54,0,34,3454,0,27110.52,265.86,,0,0,0,SIM,SIM
337,"Itu, SP",2002-02-20,1,4,9,36,46,48,0,43,3245,0,14031.02,185.23,,0,0,0,SIM,SIM
338,"Itu, SP",2002-02-23,5,12,13,16,27,50,0,76,6908,0,12374.85,135.64,,0,0,0,SIM,SIM
339,"São Lourenço do Sul, RS",2002-02-27,9,10,12,33,42,60,0,121,6970,0,9877.84,170.83,,0,0,0,SIM,SIM
340,"São Lourenço do Sul, RS",2002-03-02,5,16,22,23,43,56,0,166,11103,0,9623.14,143.34,,0,0,0,SIM,SIM
341,"São João Del Rey, MG",2002-03-06,16,29,34,49,51,54,0,93,5578,0,15067.81,250.27,,0,0,0,SIM,SIM
342,"S. João Del Rey, MG",2002-03-09,4,6,7,12,24,41,2,246,17023,9937283.03,7884.39,113.51,PR,0,0,0,NAO,SIM
343,"Barbacena, MG",2002-03-13,10,12,14,33,35,36,0,46,3487,0,9494.33,124.78,,0,0,0,SIM,SIM
344,"Barbacena, MG",2002-03-16,11,22,46,51,56,58,1,27,2170,1447870.53,28511.84,353.42,SP,0,0,0,NAO,SIM
345,"Passos, MG",2002-03-20,7,12,41,46,56,60,0,20,1589,0,19632.3,246.17,,0,0,0,SIM,SIM
346,"Passos, MG",2002-03-23,1,10,12,26,48,52,0,72,4730,0,9988.89,151.48,,0,0,0,SIM,SIM
347,"Bandeirantes, PR",2002-03-27,19,30,33,39,40,52,0,19,1547,0,26763.06,327.46,,0,0,0,SIM,SIM
348,"Santo Antônio da Platina, PR",2002-03-30,8,9,28,32,38,54,0,46,3264,0,14053.06,197.31,,0,0,0,SIM,SIM
349,"Marília, SP",2002-04-03,10,15,23,30,43,57,0,80,5012,0,11801.82,187.66,,0,0,0,SIM,SIM
350,"Santa Rosa, RS",2002-04-06,15,16,24,41,59,60,0,98,5832,0,14478.34,242.37,,0,0,0,SIM,SIM
351,"Santa Rosa, RS",2002-04-10,7,20,25,44,47,49,0,161,8080,0,7848.74,155.8,,0,0,0,SIM,SIM
352,"Osasco, SP",2002-04-13,19,23,30,46,55,60,0,89,6862,0,19537.11,252.44,,0,0,0,SIM,SIM
353,"Jales, SP",2002-04-17,7,16,38,40,41,52,1,93,6184,18680098.1,16450.68,246.46,SP,0,0,0,NAO,SIM
354,"Jales, SP",2002-04-20,2,14,22,23,37,60,0,50,4711,0,14412.47,152.39,,0,0,0,SIM,SIM
355,"Itapetininga, SP",2002-04-24,5,19,21,54,56,58,0,32,2415,0,15777.72,208.28,,0,0,0,SIM,SIM
356,"Itapetininga, SP",2002-04-27,2,30,32,35,45,53,0,34,3265,0,23899.52,247.94,,0,0,0,SIM,SIM
357,"Mandaguari, PR",2002-05-04,12,17,21,32,40,42,0,84,5798,0,12903.06,186.23,,0,0,0,SIM,SIM
358,"Descalvado, SP",2002-05-08,13,19,20,29,31,54,0,56,3953,0,13050.25,184.17,,0,0,0,SIM,SIM
359,"Espírito Santo do Pinhal, SP",2002-05-11,23,24,29,47,53,55,0,133,8382,0,10645.79,168.28,,0,0,0,SIM,SIM
360,"Franca, SP",2002-05-15,16,28,31,41,45,59,0,98,5236,0,12456.14,232.26,,0,0,0,SIM,SIM
361,"Franca, SP",2002-05-18,7,20,33,37,46,56,1,110,8313,18399160.53,15253.12,201.08,RJ,0,0,0,NAO,SIM
362,"Porto Feliz, SP",2002-05-22,19,29,39,47,49,54,0,27,2225,0,14921.89,180.39,,0,0,0,SIM,SIM
363,"Salto, SP",2002-05-25,5,29,44,51,57,59,1,76,3315,1307293.04,9033.16,206.32,SC,0,0,0,NAO,SIM
364,"Ituverava, SP",2002-05-29,19,23,34,37,52,58,1,45,2433,462752.26,8569.49,157.9,MG,0,0,0,NAO,SIM
365,"Orlândia, SP",2002-06-01,4,6,7,15,21,51,0,41,3489,0,12721.16,148.93,,0,0,0,SIM,SIM
366,"Campina Grande, PB",2002-06-05,10,12,27,33,49,52,1,71,3040,1150498.02,6157.48,143.27,BA,0,0,0,NAO,SIM
367,"Bananeiras, PB",2002-06-08,13,29,32,38,44,50,0,53,3220,0,10725.28,175.87,,0,0,0,SIM,SIM
368,"Itabaiana, SE",2002-06-12,1,14,21,35,42,60,1,46,4167,1221738.07,9775.55,107.51,CE,0,0,0,NAO,SIM
369,"Itabaiana, SE",2002-06-15,1,4,40,42,51,54,0,40,3230,0,23283.3,287.25,,0,0,0,SIM,SIM
370,"Caruaru, PE",2002-06-19,4,18,23,33,39,60,0,47,3979,0,16675.12,196.23,,0,0,0,SIM,SIM
371,"Caruaru, PE",2002-06-22,16,17,24,39,46,57,2,85,6743,4792658.35,12884.04,161.8,SP,0,0,0,NAO,SIM
372,"Teresina, PI",2002-06-26,1,5,10,24,31,33,0,52,3292,0,6480.14,101.98,,0,0,0,SIM,SIM
373,"Teresina, PI",2002-06-29,2,5,16,26,44,54,0,80,3326,0,8073.17,193.45,,0,0,0,SIM,SIM
374,"Paranaíba, MS",2002-07-03,1,5,9,42,51,58,0,33,2359,0,14359.09,200.11,,0,0,0,SIM,SIM
375,"Paranaíba, MS",2002-07-06,10,13,25,35,43,48,0,110,6956,0,7257,114.33,,0,0,0,SIM,SIM
376,"Guariba, SP",2002-07-10,3,12,19,27,45,46,0,87,5468,0,6639.02,105.23,,0,0,0,SIM,SIM
377,"Jaboticabal, SP",2002-07-13,5,38,41,45,48,55,0,36,3115,0,25450.6,293.02,,0,0,0,SIM,SIM
378,"Rio Verde, GO",2002-07-17,24,33,40,41,55,59,0,32,2830,0,23407.93,263.68,,0,0,0,SIM,SIM
379,"Rio Verde, GO",2002-07-20,13,22,30,31,47,57,0,206,7186,0,6628.67,189.31,,0,0,0,SIM,SIM
380,"Concórida, SC",2002-07-24,9,10,28,46,55,56,0,85,7295,0,14181.19,164.62,,0,0,0,SIM,SIM
381,"Concórdia, SC",2002-07-27,31,34,37,38,53,54,0,68,6291,0,23756.27,255.82,,0,0,0,SIM,SIM
382,"Salvador, BA",2002-07-31,14,22,48,50,53,56,0,73,6573,0,23753.43,262.81,,0,0,0,SIM,SIM
383,"Salvador, BA",2002-08-03,24,28,40,47,50,52,0,151,10644,0,18351.99,259.37,,0,0,0,SIM,SIM
384,"Brasília, DF",2002-08-07,5,12,16,18,22,24,2,759,37449,12952192.89,4645.17,93.8,DF,0,0,0,NAO,SIM
385,"Carapicuíba, SP",2002-08-10,17,35,36,39,43,54,0,70,5236,0,11571.98,154.12,,0,0,0,SIM,SIM
386,"Olímpia, SP",2002-08-14,22,28,29,43,47,48,0,40,2998,0,14937.65,198.55,,0,0,0,SIM,SIM
387,"Olímpia, SP",2002-08-17,23,36,48,52,53,58,0,46,4293,0,18826.46,200.97,,0,0,0,SIM,SIM
388,"Anápolis, GO",2002-08-21,5,14,18,43,46,54,0,63,4169,0,11305.19,170.2,,0,0,0,SIM,SIM
389,"Anápolis, GO",2002-08-24,7,12,22,34,38,53,1,171,10722,17611429.97,9094.15,144.49,SC,0,0,0,NAO,SIM
390,"Curitiba, PR",2002-08-28,4,7,15,16,35,40,0,44,2740,0,10170.35,162.7,,0,0,0,SIM,SIM
391,"Curitiba, PR",2002-08-31,15,23,31,39,47,49,1,68,3591,1410917.29,10709.84,202.03,SP,0,0,0,NAO,SIM
392,"Jataí, GO",2002-09-04,6,12,35,36,40,50,0,31,1949,0,13716.51,217.35,,0,0,0,SIM,SIM
393,"Jataí, GO",2002-09-07,5,15,35,42,45,49,0,47,4815,0,11817.8,114.93,,0,0,0,SIM,SIM
394,"Feira de Santana, BA",2002-09-11,10,11,14,20,31,58,1,27,2328,1843709.96,20584.31,237.84,DF,0,0,0,NAO,SIM
395,"Feira de Santana, BA",2002-09-14,6,18,34,42,45,47,0,63,4201,0,10148.72,151.63,,0,0,0,SIM,SIM
396,"Assis, SP",2002-09-18,1,2,5,24,32,46,0,61,4026,0,7992.42,120.64,,0,0,0,SIM,SIM
397,"Assis, SP",2002-09-21,7,16,22,28,36,37,1,63,5106,2221289.77,11494.73,141.29,CE,0,0,0,NAO,SIM
398,"Tambaú, SP",2002-09-25,11,16,27,47,55,59,0,20,1730,0,19537,225.01,,0,0,0,SIM,SIM
399,"Santa Rita do Passa Quatro, SP",2002-09-28,10,13,28,29,54,59,0,75,4875,0,13254.18,203.14,,0,0,0,SIM,SIM
400,"São Roque, SP",2002-10-02,11,18,43,44,50,53,0,33,2853,0,25008.64,288.18,,0,0,0,SIM,SIM
401,"São Roque, SP",2002-10-05,5,16,27,43,56,58,0,146,7787,0,7927.99,148.08,,0,0,0,SIM,SIM
402,"Itabira, MG",2002-10-09,7,16,27,31,46,60,0,48,4099,0,19972.95,233.01,,0,0,0,SIM,SIM
403,"Itabira, MG",2002-10-12,1,24,28,38,40,58,0,66,4364,0,16580.07,249.8,,0,0,0,SIM,SIM
404,"Francisco Beltrão, PR",2002-10-16,24,29,34,47,57,60,0,67,4579,0,16988.17,247.63,,0,0,0,SIM,SIM
405,"Francisco Beltrão, PR",2002-10-19,2,12,32,38,47,48,0,78,6557,0,19463.48,230.66,,0,0,0,SIM,SIM
406,"Blumenau, SC",2002-10-23,2,18,22,49,51,57,0,90,6383,0,16315.38,229.18,,0,0,0,SIM,SIM
407,"Blumenau, SC",2002-10-26,14,28,33,44,49,56,1,269,13970,18948827.67,7085.43,135.92,RJ,0,0,0,NAO,SIM
408,"Juazeiro do Norte, CE",2002-10-30,18,25,26,31,34,49,0,23,1958,0,18741.96,219.32,,0,0,0,SIM,SIM
409,"Juazeiro do Norte, CE",2002-11-02,8,24,31,36,38,55,0,101,5799,0,10257.12,177.97,,0,0,0,SIM,SIM
410,"Porto Alegre, RS",2002-11-06,10,12,31,38,45,56,0,91,5115,0,11814.39,209.4,,0,0,0,SIM,SIM
411,"Porto Alegre, RS",2002-11-09,5,12,14,21,45,59,0,89,8542,0,16616.72,172.49,,0,0,0,SIM,SIM
