,Concurso,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Unnamed: 16,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
183,184,"Presidente Prudente, SP",1999-09-11,9,16,21,34,41,60,0,217,15462,0,14699.97,205.53,,,0,0,0,SIM,SIM,"A MEGA-SENA ACUMULOU NOVAMENTE!!!. A PREVISÃO DE PREMIAÇÃO DO CONC. 185 É DE R$ 30.000.000,00"
184,185,,1999-09-18,17,22,43,46,55,59,0,366,24849,0,12275.86,180.13,,,0,0,0,SIM,SIM,"A MEGA-SENA ACUMULOU!!! A ESTIMATIVA DE PRÊMIO É DE R$ 37.000.000,00."
185,186,,1999-09-25,14,23,24,25,26,51,0,352,31164,0,17072.24,192.1,,,0,0,0,SIM,SIM,Megasena Acumulada. Previsao de premio para o conc.187 e de R$46 Milhoes
186,187,,1999-10-02,6,36,41,44,48,58,0,397,39365,0,23058.35,231.66,,,0,0,0,SIM,SIM,"Sorteio Conc. 188 será domingo, 10/10, às 20:30 h. em Salvador/BA. Vendas até às 16 h. do domingo."
187,188,"Salvador, BA",1999-10-10,17,27,34,42,43,46,1,1200,90235,64905517.65,11517.11,152.58,,,0,0,0,NAO,SIM,"Ganhador da MEGASENA é do Estado da BAHIA, Prêmio para o próximo concurso 1 MILHÃO."
188,189,"Passo Fundo, RS",1999-10-16,4,15,31,38,41,53,0,61,5485,0,23476.18,260.09,,,0,0,0,SIM,SIM,"A MEGA-SENA ACUMULOU. PREVISÃO DE PRÊMIO PARA SENA CONC.190 É DE R$ 45.000.000,00."
189,190,,1999-10-24,5,10,21,32,40,42,0,304,21481,0,14923.96,210.41,,,0,0,0,SIM,SIM,A MEGASENA Acumulou!!!! prêmio previsto para o próximo concurso é de R$ 53 Milhões.
190,191,,1999-10-31,1,3,5,23,41,58,1,383,30477,50968412.58,13212.41,165.41,,,0,0,0,NAO,SIM,"MEGA-SENA tem 01 Ganhador de MATO GROSSO DO SUL, Campo Grande"
191,192,,1999-11-06,1,26,28,41,54,60,0,53,4403,0,23005.08,275.87,,,0,0,0,SIM,SIM,A MEGASENA Acumulou!!! Estimativa de prêmio para o próximo concurso acima de 3 Milhões.
192,193,"CASCÁVEL, PR",1999-11-13,4,11,12,19,43,49,0,190,11415,0,7199.87,119.39,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$5.300.000,00."
193,194,"ERECHIM, RS",1999-11-20,25,28,32,33,42,43,0,106,7456,0,12862.4,182.18,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$6.700.000,00."
194,195,"PONTA GROSSA, PR",1999-11-27,3,9,17,32,37,44,1,339,13819,6370250.64,4005.56,97.89,,AM,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.000.000,00."
195,196,"PONTA GROSSA, PR",1999-12-04,7,9,14,17,24,32,0,182,10493,0,5309.16,91.75,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$2.490.000,00."
196,197,"MACEIÓ, AL",1999-12-11,5,12,15,19,29,52,0,128,8720,0,8259.15,120.78,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$4.200.000,00."
197,198,"MARINGÁ, PR",1999-12-18,1,8,18,23,35,40,0,125,7134,0,8881.02,155.02,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$5.000.000,00."
198,199,"SÃO PAULO, SP",1999-12-24,10,16,37,50,52,57,1,34,3143,4915593.2,28316.55,305.16,,SP,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$16.500.000,00."
199,200,,1999-12-31,12,15,19,34,44,51,2,186,13027,8829389.2,11008.48,156.59,,,0,0,0,NAO,SIM,Os ganhadores da MEGASENA são de: Clevelândia/PR e São José dos Campos/SP.
200,201,"BELO HORIZONTE, MG",2000-01-08,5,20,22,30,35,55,1,77,4502,1038373.94,11237.81,191.48,,RN,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.070.000,00."
201,202,"VITÓRIA, ES",2000-01-15,12,24,44,45,49,53,0,65,4279,0,12412.65,187.85,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso R$2.000.000,00."
202,203,"GUARAPARI, ES",2000-01-22,11,19,29,44,47,55,0,63,5417,0,14099.33,163.36,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso R$3.300.000,00."
203,204,"GUARUJÁ, SP",2000-01-29,29,31,39,41,51,58,0,32,2400,0,30221.85,401.43,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$4.500.000,00."
204,205,"BRASÍLIA, DF",2000-02-05,26,32,40,43,46,54,1,71,6014,4490339.49,15208.03,178.86,,RJ,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$900.000,00."
205,206,"CURITIBA, PR",2000-02-12,18,20,26,34,51,56,0,43,3478,0,17769.34,218.86,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$2.000.000,00."
206,207,"FLORIANÓPOLIS, SC",2000-02-19,3,7,19,24,53,55,0,90,6510,0,9663.76,133.1,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$3.200.000,00."
207,208,"CAXIAS DO SUL, RS",2000-02-26,15,23,24,25,47,57,0,72,5232,0,12679.18,173.83,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$4.300.000,00."
208,209,"BALNEÁRIO CAMBORIÚ, SC",2000-03-04,13,21,26,32,41,52,0,81,5496,0,12349.82,181.32,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$14.000.000,00."
209,210,"BRASÍLIA, DF",2000-03-11,20,32,37,38,48,58,0,29,3921,0,46721.17,344.24,,,0,0,0,SIM,SIM,Previsão prêmio próximo concursoR$16MILHÕES.
210,211,"PALMAS, TO",2000-03-18,10,20,33,40,45,50,0,164,16680,0,10880.27,106.58,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$19.000.000,00."
211,212,"PORTO VELHO, RO",2000-03-25,6,15,29,45,57,59,0,147,9880,0,13318.79,197.42,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$21.000.000,00."
212,213,"CAMPO GRANDE, MS",2000-04-01,3,9,23,30,32,35,3,312,18348,7089194.54,7299.77,123.66,,PR,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.000.000,00."
213,214,"SANTA ROSA, RS",2000-04-08,6,12,30,31,35,50,0,54,3769,0,15578.04,222.35,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$2.100.000,00."
214,215,"LONDRINA, PR",2000-04-15,7,28,37,46,53,58,0,78,4942,0,12078.4,189.92,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$3.400.000,00."
215,216,"PORTO SEGURO, BA",2000-04-22,14,18,30,35,42,59,4,91,5049,801057.55,9745.75,175,,BA,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$900.000,00."
216,217,"XANXERÊ, SC",2000-04-29,3,27,32,45,49,51,0,159,5820,0,4599.62,125.19,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$1.800.000,00."
217,218,"SARANDI, RS",2000-05-06,12,17,40,42,47,54,1,95,4679,1878255.09,8777.61,177.55,,PR,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.000.000,00."
218,219,"OSASCO, SP",2000-05-13,23,26,28,36,42,49,0,80,5139,0,9221.78,143.02,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$12.000.000,00."
219,220,"FRANCA, SP",2000-05-20,13,14,36,53,55,60,1,125,8067,12636751.12,12488.05,192.78,,SP,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.000.000,00."
220,221,"JUIZ DE FORA, MG",2000-05-27,13,27,43,50,54,58,0,49,3793,0,14565.66,187.45,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$2.000.000,00."
221,222,"OURINHOS, SP",2000-06-03,5,19,30,48,52,55,0,55,4462,0,15243.16,187.18,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$3.000.000,00."
222,223,,2000-06-10,2,6,22,24,28,58,0,163,7780,0,5838.31,121.86,,,0,0,0,SIM,SIM,"Estimativa de prêmio p/ Conc.224 (Sena) R$ 4.400.000,00. Sorteio realizado em Graça/SP."
223,224,"CARUARU, PE",2000-06-17,7,16,18,20,21,44,0,119,7185,0,8706.35,143.77,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$5.800.00,00."
224,225,"BRASÍLIA, DF",2000-06-24,2,4,16,21,37,58,0,83,5517,0,12542.39,188.14,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$7.000.000,00."
225,226,"BRASÍLIA, DF",2000-07-01,1,2,38,49,50,59,1,78,4123,6916920.13,15170.39,286.14,,SP,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.000.000,00."
226,227,"MONTES CLAROS, MG",2000-07-08,11,26,27,37,42,48,0,51,3648,0,14471.45,201.72,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$2.000.000,00."
227,228,"JACAREI, SP",2000-07-15,13,16,40,43,45,59,0,64,4497,0,13240.28,187.87,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$3.300.000,00."
228,229,"GARANHUNS, PE",2000-07-22,11,13,21,33,39,45,1,121,7685,2992781.57,7508.79,117.88,,AM,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$8.800.000,00."
229,230,"CAICÓ, RN",2000-07-29,8,40,41,44,53,56,0,94,5820,0,15000.56,241.56,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$11.600.000,00."
230,231,"ASSIS, SP",2000-08-05,16,27,36,42,44,59,0,125,9458,0,12896.11,169.93,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$13.800.000,00."
231,232,"ASSIS, SP",2000-08-12,19,22,29,37,41,59,0,124,8807,0,14598.36,204.93,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$16.200.000,00."
232,233,"BRASÍLIA, DF",2000-08-19,3,7,24,32,36,45,5,512,21452,3196547.03,3790.28,90.2,,DF,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$1.000.000,00."
233,234,"BRASÍLIA, DF",2000-08-26,15,25,41,42,45,54,0,39,3505,0,19369.91,214.89,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$2.000.000,00."
234,235,"UNAÍ, MG",2000-09-02,2,22,29,31,41,55,0,52,3086,0,16604.49,278.96,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$3.200.000,00."
235,236,"BIRIGUI, SP",2000-09-09,10,25,50,52,57,60,0,76,4703,0,12197.95,196.53,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$4.300.000,00."
236,237,"TUBARÃO, SC",2000-09-16,7,31,36,45,56,57,0,54,4145,0,19896.75,258.44,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso R$5.900.000,00."
237,238,"PORTO ALEGRE, RS",2000-09-23,9,13,15,37,41,42,4,188,10483,1429476.11,6088.25,108.86,,BA,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso R$900.000,00."
238,239,"Belém, PA",2000-09-30,6,21,33,44,46,47,1,30,3826,866183.32,24060.65,188.1,,BA,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso: R$11.500.000,00."
239,240,"Belém, PA",2000-10-07,25,28,38,41,57,59,0,103,6244,0,15200.74,250,,,0,0,0,SIM,SIM,Estimativa de prêmio (sena) do próximo concurso R$14 MILHÕES.
240,241,"Santa Cruz do Sul, RS",2000-10-14,11,31,35,40,56,57,0,74,5485,0,22811.94,306.85,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso R$16.000.000,00."
241,242,"Teresina, PI",2000-10-21,4,7,21,22,28,56,0,203,13497,0,9933.73,148.97,,,0,0,0,SIM,SIM,Estimativa de prêmio do próximo concurso (sena): R$ 19MILHÕES.
242,243,"SÃO LUÍS, MA",2000-10-28,11,16,20,23,32,47,0,180,13705,0,12019.97,157.4,,,0,0,0,SIM,SIM,"Estimativa de prêmio próximo concurso: R$23.000.000,00"
243,244,"Juazeiro do Norte, CE",2000-11-04,19,24,33,47,50,60,0,204,14735,0,13698.02,189.08,,,0,0,0,SIM,SIM,Previsão de prêmio para próximo concurso (245) é de R$ 27 MILHÕES.
244,245,"FORTALEZA, CE",2000-11-11,8,27,44,51,53,60,3,283,21593,9153484.88,15838.62,206.96,,GO,0,0,0,NAO,SIM,"Previsão de prêmio do próximo concurso R$900.000,00."
245,246,"Cascavel, PR",2000-11-18,2,16,32,37,43,57,0,93,5429,0,9292.06,158.71,,,0,0,0,SIM,SIM,"Estimativa de prêmio do próximo concurso (247): R$2.300.000,00."
246,247,"Ponta Grossa, PR",2000-11-25,3,10,23,30,34,46,0,80,6425,0,12080.19,149.96,,,0,0,0,SIM,SIM,"Previsão de prêmio (sena) para próximo concurso (248) é de R$3.600.000,00"
247,248,"PONTA GROSSA, PR",2000-12-02,16,32,34,35,41,56,0,50,4862,0,21550.72,220.96,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso:R$5MILHÕES.
248,249,"MACEIÓ, AL",2000-12-09,21,36,40,49,54,55,0,60,4247,0,19680.2,277.21,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso final zero R$22.500.000,00."
249,250,"Suzano, SP",2000-12-16,7,25,41,42,43,55,0,203,15545,0,10867.31,141.5,,,0,0,0,SIM,SIM,ESTIMATIVA PRÊMIO PRÓXIMO CONCURSO (SENA): R$26MILHÕES.
250,251,"SÃO PAULO, SP",2000-12-23,15,23,30,34,49,55,0,180,12813,0,15473.98,216.73,,,0,0,0,SIM,SIM,Previsão prêmio próximo concurso (sena) R$31 MILHÕES.
251,252,"Ubatuba, SP",2000-12-30,4,17,26,32,51,54,2,354,22122,15107002.24,10070.62,160.67,,DF,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso: R$1 MILHÃO.
252,253,"Brasília, DF",2001-01-06,11,12,24,37,44,56,0,126,7260,0,6985.77,120.88,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (Sena):R$2.500.000,00."
253,254,"ALMENARA, MG",2001-01-13,1,4,21,22,30,56,0,66,6381,0,16400.47,169.14,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena):R$4MILHÕES.
254,255,"Guaratuba, PR",2001-01-20,16,19,20,32,44,55,0,80,6812,0,14363.63,168.19,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso(Sena)R$5.500.000,00"
255,256,"SÃO SEBASTIÃO , SP",2001-01-27,2,21,26,32,34,52,0,91,6319,0,13336.96,191.49,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
256,257,"CARAGUATATUBA, SP",2001-02-03,1,4,5,19,28,34,1,175,11706,6808483.96,7704.83,114.84,,RJ,0,0,0,NAO,SIM,"PREVISÃO PRÊMIO PRÓXIMO CONCURSO(Sena):R$1.000.000,00"
257,258,"Piracicaba, SP",2001-02-10,7,12,50,54,55,60,0,53,3615,0,15960.68,233.3,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso (Sena): R$2.300.000,00"
258,259,"São Carlos, SP",2001-02-17,13,15,20,33,43,58,0,65,5581,0,15136.22,175.77,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena):R$17MILHÕES.
259,260,"CORUMBÁ, MS",2001-02-24,4,6,33,43,59,60,0,120,8956,0,16065.94,214.63,,,0,0,0,SIM,SIM,"Previsão prêmio próximo concurso(sena): R$20.000.000,00"
260,261,"Paranavaí, PR",2001-03-03,5,16,20,30,54,56,0,91,7281,0,22350.19,278.51,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (262): R$23MILHÕES.
261,262,"JOINVILLE, SC",2001-03-10,11,20,48,53,58,60,0,108,8838,0,24643.78,300.24,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (sena)Rr$27.000.000,00."
262,263,"UMUARAMA, PR",2001-03-17,8,9,26,43,50,53,0,136,12752,0,24937.18,265.17,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena): R$32Milhões.
263,264,"Sto Antônio da Platina, PR",2001-03-24,1,5,13,25,31,33,2,979,50364,16055880.73,4298.96,83.25,,CE,0,0,0,NAO,SIM,"Previsão prêmio próximo concurso(Sena) R$1.000.000,00"
264,265,"Colorado, PR",2001-03-31,7,16,34,41,50,53,0,64,3855,0,14676.59,242.74,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (sena):R$2.500.000,00."
265,266,"LONDRINA, PR",2001-04-07,2,23,38,46,48,54,0,89,6687,0,12318.14,163.33,,,0,0,0,SIM,SIM,"PREVISÃO PRÊMIO(SENA)PRÓXIMO CONCURSO: R$4.000.000,00"
266,267,"Marília, SP",2001-04-14,1,8,45,46,55,58,0,46,4076,0,23142.59,260.19,,,0,0,0,SIM,SIM,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$5.000.000,00."
267,268,"Campinas, SP",2001-04-21,5,6,10,21,33,47,0,111,10133,0,10348.29,112.93,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
268,269,"Divinópolis, MG",2001-04-28,17,18,19,25,49,52,0,110,8717,0,12115.7,152.31,,,0,0,0,SIM,SIM,"Estimativa prêmio (Sena) próximo concurso: R$25.000.000,00."
269,270,"Itapecerica da Serra, SP",2001-05-05,5,9,27,35,40,45,1,228,16867,25186260.21,9665.14,130.16,,SP,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso (sena):1MILHÃO.
270,271,"OSASCO, SP",2001-05-12,14,24,26,29,31,54,0,43,4385,0,19939.25,194.79,,,0,0,0,SIM,SIM,"Estimativa prêmio (Sena) próximo concurso: R$2.500.000,00."
271,272,"Franca, SP",2001-05-19,9,10,24,36,56,58,0,70,5491,0,14013.37,177.97,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (sena):R$3.500.000,00."
272,273,"Goiânia, GO",2001-05-26,10,17,23,27,47,52,1,92,7241,3456480.23,11326.92,143.38,,PE,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso (sena) :R$1MILHÃO.
273,274,"Araras, SP",2001-06-02,11,13,18,26,39,47,0,142,7420,0,5488.22,104.64,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena):R$ 2 MILHÕES.
274,275,"Guaratinguetá, SP",2001-06-09,16,19,30,37,38,48,0,41,3737,0,22897.52,250.27,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (sena): R$ 3.500.000,00."
275,276,"Ourinhos, SP",2001-06-16,22,39,45,53,57,59,0,79,5172,0,12486.98,190.01,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena):R$ 5 MILHÕES.
276,277,"Caruaru, PE",2001-06-23,4,26,38,40,52,56,0,95,5404,0,11578.72,202.78,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (Sena)R$6.000.000,00"
277,278,"Aracaju, SE",2001-06-30,10,15,18,22,31,55,0,99,6996,0,11868.09,167.32,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena): R$ 8 MILHÕES.
278,279,"Rondonópolis, MT",2001-07-07,4,23,31,47,58,59,0,58,6137,0,23664.88,222.81,,,0,0,0,SIM,SIM,"Estimativa prêmio (Sena) próximo concurso: R$ 20.000.000,00"
279,280,"JABOTICABAL, SP",2001-07-14,5,16,20,25,30,58,0,192,14673,0,11199.47,146,,,0,0,0,SIM,SIM,"Estimativa prêmio(sena) próximo concurso: R$23.000.000,00."
280,281,"Pitanga, PR",2001-07-21,5,11,31,38,47,53,1,188,12864,22414093.5,13574.18,197.63,,PR,0,0,0,NAO,SIM,"Estimativa prêmio próximo concurso (sena)R$1.000.000,00"
281,282,"Porto Ferreira, SP",2001-07-28,9,14,23,24,33,36,1,76,6064,958878.82,10514.03,131.27,,RJ,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso (sena): R$ 800 MIL.
282,283,"Piracicaba, SP",2001-08-01,25,28,34,42,48,54,1,36,2126,367173.22,8499.38,143.38,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$ 800.000,00"
283,284,"Itapira, SP",2001-08-04,7,8,14,30,32,36,1,75,5358,901884.48,10020.94,139.74,,PR,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso (sena): R$500 MIL.
284,285,"Betim, MG",2001-08-08,12,32,37,41,50,56,0,17,1173,0,20875.96,301.41,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (sena): R$ 1.500.000,00."
285,286,"Betim, MG",2001-08-11,29,35,37,44,47,56,0,59,3739,0,13743.96,216.06,,,0,0,0,SIM,SIM,"Estimativa prêmio (SENA)próximo concurso: R$ 2.000.000,00."
286,287,"Maringá, PR",2001-08-15,3,13,25,33,47,60,1,110,5633,1931474.8,4034.34,78.49,,TO,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso (sena): R$ 1 MILHÃO.
287,288,"Maringá, PR",2001-08-18,6,9,11,17,18,50,0,82,4763,0,8749.64,150.07,,,0,0,0,SIM,SIM,"Estimativa de prêmio para o próximo concurso: (sena) R$1.500.000,00"
288,289,"Matão, SP",2001-08-22,6,7,20,25,30,36,0,29,2197,0,13819.12,181.72,,,0,0,0,SIM,SIM,Estimativa prêmio (sena) próximo concurso: R$10 MILHÕES.
289,290,"Matão, SP",2001-08-25,7,25,26,30,40,57,0,56,4869,0,20662.23,236.75,,,0,0,0,SIM,SIM,"Estimativa prêmio(sena) próximo concurso: R$11.000.000,00"
290,291,"Pau dos Ferros, RN",2001-08-29,5,16,17,18,22,41,0,71,4870,0,11244.78,163.32,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena): R$ 13 MILHÕES.
291,292,"Pau dos Ferros, RN",2001-09-01,13,23,24,34,45,53,0,116,8670,0,11313.3,150.8,,,0,0,0,SIM,SIM,"Estimativa premio (SENA)próximo concurso: R$ 14.000.000,00."
292,293,"Feira de Santana, BA",2001-09-05,5,6,7,12,28,35,0,167,10185,0,5817.88,95.03,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso: (SENA) R$16 MILHÕES.
293,294,"Feira de Santana, BA",2001-09-08,22,25,28,41,45,57,2,130,7434,7696680.33,9839.13,171.41,,PR,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso: (SENA) R$600 MIL.
294,295,"Presidente Prudente, SP",2001-09-12,7,12,24,31,44,50,0,36,2055,0,10242.27,178.75,,,0,0,0,SIM,SIM,"Estimativa prêmio (SENA) próximo concurso: R$1.500.000,00."
295,296,"Presidente Prudente, SP",2001-09-15,3,20,42,46,51,52,0,29,2348,0,26582.95,327.09,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$2 MILHÕES.
296,297,"Porto Alegre, RS",2001-09-19,1,20,28,33,36,41,0,25,1920,0,19353.56,251.05,,,0,0,0,SIM,SIM,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$3.000.000,00."
297,298,"Porto Alegre, RS",2001-09-22,5,22,23,24,34,60,1,50,4372,2994572.21,17440.22,198.71,,PR,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) próximo concurso: R$500.000,00."
298,299,"Aquidauana, MS",2001-09-26,2,5,7,33,49,53,0,33,2049,0,10538.82,169.09,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$8 MILHÕES.
299,300,"Campo Grande, MS",2001-09-29,24,27,28,38,41,57,0,48,4820,0,22820.73,226.4,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$10 MILHÕES.
300,301,"Concórdia, SC",2001-10-03,9,26,48,49,57,58,0,28,2892,0,29571.34,285.22,,,0,0,0,SIM,SIM,Estimativa prêmio próximo concurso (sena): R$ 11 MILHÕES.
301,302,"Chapecó, SC",2001-10-06,12,25,30,40,41,60,0,101,6361,0,13505.06,213.63,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$12 MILHÕES.
302,303,"Blumenau, SC",2001-10-10,7,13,17,30,37,47,1,215,12861,12257748.27,4674.95,77.86,,MS,0,0,0,NAO,SIM,Estimativa de prêmio próximo concurso R$ 900 MIL.
303,304,"Blumenau, SC",2001-10-13,7,11,34,41,42,59,0,58,3274,0,11050.1,195.02,,,0,0,0,SIM,SIM,"Estimativa prêmio próximo concurso (sena): R$ 1.300.000,00."
304,305,"Jaraguá do Sul, SC",2001-10-17,5,11,27,38,53,60,0,47,3770,0,10013.62,124.37,,,0,0,0,SIM,SIM,"Estimativa prêmio (SENA) próximo concurso: R$2.300.000,00."
305,306,"Jaraguá do Sul, SC",2001-10-20,19,30,41,47,56,57,0,28,2294,0,29736.18,361.58,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$ 3 MILHÕES.
306,307,"Manaus, AM",2001-10-24,13,16,17,26,41,44,0,44,3962,0,12632.8,139.76,,,0,0,0,SIM,SIM,"Estimativa de prêmio próximo concurso (SENA): R$ 4.000.000,00."
307,308,"Manaus, AM",2001-10-27,4,11,25,29,39,55,1,62,5173,4138172.99,15297.99,182.67,,RS,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso:R$ 500.000,00"
308,309,"Juazeiro do Norte, CE",2001-10-31,4,11,25,39,50,55,1,3001,2997,442899.06,122.53,122.69,,RS,0,0,0,NAO,SIM,estimativa prêmio próximo concurso (sena): R$ 7 MILHÕES.
309,310,"Juazeiro do Norte, CE",2001-11-03,2,14,28,29,31,32,0,81,5093,0,10544.47,167.07,,,0,0,0,SIM,SIM,"Estimativa de prêmio próximo concurso(SENA): R$ 9.000.000,00."
310,311,"Poços de Caldas, MG",2001-11-07,22,24,30,32,38,41,0,31,2871,0,25454.68,273.81,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$ 10 MILHÕES.
311,312,"Poços de Caldas, MG",2001-11-10,14,23,30,41,47,50,0,76,4985,0,15889.75,241.33,,,0,0,0,SIM,SIM,Estimativa prêmio (SENA) próximo concurso: R$ 11 MILHÕES.
312,313,"Sobral, CE",2001-11-14,14,16,24,37,38,53,0,61,5547,0,15665.21,171.62,,,0,0,0,SIM,SIM,"Estimativa prêmio(sena)próximo concurso: R$12.000.000,00."
313,314,"Sobral, CE",2001-11-17,5,32,34,37,40,58,0,93,5542,0,12287.32,205.42,,,0,0,0,SIM,SIM,"Estimativa prêmio (sena) próximo concurso: R$14.000.000,00."
314,315,"Dois Vizinhos, PR",2001-11-21,12,21,22,28,43,50,1,43,4598,13675105.67,24188.06,225.35,,PR,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$ 700.000,00."
315,316,"Dois Vizinhos, PR",2001-11-24,6,24,28,43,51,56,0,104,4093,0,6446.33,163.18,,,0,0,0,SIM,SIM,"Estimativa prêmio (sena) próximo concurso: R$1.300.000,00."
316,317,"Telêmaco Borba, PR",2001-11-28,16,20,27,30,35,48,0,23,2088,0,18858.99,206.96,,,0,0,0,SIM,SIM,"Estimativa prêmio (SENA) próximo concurso: R$2.200.000,00."
317,318,"ivaiporã, PR",2001-12-01,3,19,20,31,40,53,1,46,3071,2227008.03,16340.54,243.84,,SP,0,0,0,NAO,SIM,Estimativa prêmio próximo concurso (sena) R$ 550 MIL.
