,Concurso,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Unnamed: 16,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
0,1,"Brasília, DF",1996-03-11,4,5,30,33,41,52,0,17,2016,0,39158.92,330.21,,,0,0,0,SIM,SIM,
1,2,"Belo Horizonte, MG",1996-03-18,9,37,39,41,43,49,1,65,4488,2307162.23,14424.02,208.91,,PR,0,0,0,NAO,SIM,
2,3,"Brasília, DF",1996-03-25,10,11,29,30,36,47,2,62,4261,391192.51,10515.93,153.01,,RN,0,0,0,NAO,SIM,
3,4,"Santo André, SP",1996-04-01,1,5,6,27,42,59,0,39,3311,0,15322.24,180.48,,,0,0,0,SIM,SIM,
4,5,"Brasília, DF",1996-04-08,1,2,6,16,19,46,0,98,5399,0,5318.1,96.53,,,0,0,0,SIM,SIM,
5,6,"Brasília, DF",1996-04-15,7,13,19,22,40,47,0,109,7147,0,7214.66,110.03,,,0,0,0,SIM,SIM,
6,7,"Brasília, DF",1996-04-22,3,5,20,21,38,56,0,100,5736,0,8746.05,152.48,,,0,0,0,SIM,SIM,
7,8,"Brasília, DF",1996-04-29,4,17,37,38,47,53,0,60,5262,0,16084.11,183.4,,,0,0,0,SIM,SIM,
8,9,"Brasília, DF",1996-05-06,8,43,54,55,56,60,0,17,2175,0,60043.79,469.31,,,0,0,0,SIM,SIM,
9,10,"Brasília, DF",1996-05-13,4,18,21,25,38,57,0,251,12590,0,6638.45,132.35,,,0,0,0,SIM,SIM,
10,11,"Brasília, DF",1996-05-20,15,25,37,38,58,59,1,148,9442,15591365.07,12706.05,199.16,,RJ,0,0,0,NAO,SIM,
11,12,"Brasília, DF",1996-05-27,4,16,19,20,27,43,0,108,6454,0,6791.17,113.64,,,0,0,0,SIM,SIM,
12,13,"Brasília, DF",1996-06-03,18,32,47,50,54,56,0,43,2934,0,20543.98,301.09,,,0,0,0,SIM,SIM,
13,14,"Brasília, DF",1996-06-10,2,16,23,27,47,53,0,85,5323,0,10458.19,167,,,0,0,0,SIM,SIM,
14,15,"Brasília, DF",1996-06-17,12,33,35,51,52,60,0,57,3931,0,17919.89,259.84,,,0,0,0,SIM,SIM,
15,16,"Brasília, DF",1996-06-24,20,32,34,49,58,60,0,31,3250,0,33307.13,317.7,,,0,0,0,SIM,SIM,
16,17,"Brasília, DF",1996-07-01,6,10,13,19,20,51,1,144,9376,6789869.08,7628.37,117.16,,SP,0,0,0,NAO,SIM,
17,18,"Brasília, DF",1996-07-08,23,27,36,37,42,56,0,52,4484,0,13763.52,159.61,,,0,0,0,SIM,SIM,
18,19,"Brasília, DF",1996-07-15,5,10,12,24,25,60,0,159,9250,0,5380.14,92.48,,,0,0,0,SIM,SIM,
19,20,"BRASÍLIA, DF",1996-07-22,11,25,28,30,33,51,0,72,5728,0,15486.97,194.67,,,0,0,0,SIM,SIM,
20,21,"Bauru, SP",1996-07-29,6,33,36,46,49,53,0,63,5030,0,17694.19,221.62,,,0,0,0,SIM,SIM,
21,22,"Brasília, DF",1996-08-05,1,9,31,38,46,56,0,47,4865,0,27212.9,262.9,,,0,0,0,SIM,SIM,
22,23,"Brasília, DF",1996-08-12,17,37,39,51,52,59,0,74,4897,0,20198.46,305.23,,,0,0,0,SIM,SIM,
23,24,,1996-08-19,1,8,14,28,33,43,1,227,13486,18661679.61,7897.31,132.93,,,0,0,0,NAO,SIM,
24,25,"Barretos, SP",1996-08-25,24,43,50,54,55,56,0,28,2741,0,26338.5,269.06,,,0,0,0,SIM,SIM,
25,26,"Ribeirão Preto, SP",1996-09-01,10,22,50,53,57,58,0,16,1823,0,52473.74,460.55,,,0,0,0,SIM,SIM,
26,27,"Brasília, DF",1996-09-08,13,17,20,33,44,51,0,99,6466,0,9306.24,142.49,,,0,0,0,SIM,SIM,
27,28,"Brasília, DF",1996-09-15,3,6,22,24,54,60,0,50,4895,0,19749.22,201.73,,,0,0,0,SIM,SIM,
28,29,"Brasília, DF",1996-09-22,3,8,14,43,56,58,1,44,5248,5401793.6,23083.15,193.53,,RS,0,0,0,NAO,SIM,
29,30,"Brasília, DF",1996-09-29,7,14,15,29,38,50,0,80,5885,0,11347.74,154.26,,,0,0,0,SIM,SIM,
30,31,"Brasília, DF",1996-10-06,17,19,28,45,48,56,0,103,5680,0,8793.04,159.45,,,0,0,0,SIM,SIM,
31,32,"Brasília, DF",1996-10-13,5,14,33,36,43,44,0,96,6876,0,11430.91,159.6,,,0,0,0,SIM,SIM,
32,33,"Brasília, DF",1996-10-20,5,17,33,39,42,49,1,128,8722,13997410.74,9545.76,140.09,,MG,0,0,0,NAO,SIM,
33,34,"Brasília, DF",1996-10-27,13,15,17,40,53,57,0,51,2627,0,13604.06,264.11,,,0,0,0,SIM,SIM,
34,35,"Brasília, DF",1996-11-03,4,16,21,23,54,57,0,39,3576,0,20051.18,218.68,,,0,0,0,SIM,SIM,
35,36,"São Bento do Sul, SC",1996-11-10,3,13,17,25,29,51,0,143,8548,0,6238.12,104.36,,,0,0,0,SIM,SIM,
36,37,"Brasília, DF",1996-11-17,6,7,22,38,52,60,0,47,3695,0,16848.61,214.32,,,0,0,0,SIM,SIM,
37,38,"Brasília, DF",1996-11-24,10,42,43,45,54,55,0,24,1999,0,38863.1,466.59,,,0,0,0,SIM,SIM,
38,39,"Brasília, DF",1996-12-01,12,16,37,45,52,56,0,73,4444,0,13459.05,221.09,,,0,0,0,SIM,SIM,
39,40,"Brasília, DF",1996-12-08,3,5,8,12,46,47,0,189,12117,0,7789.93,121.51,,,0,0,0,SIM,SIM,
40,41,"Brasília, DF",1996-12-15,12,26,35,38,39,47,1,148,10182,17019238.5,10114.7,147.03,,BA,0,0,0,NAO,SIM,"GANHADOR DA CIDADE DE SALVADOR, ESTADO DA BAHIA"
41,42,"Brasília, DF",1996-12-22,7,11,19,24,33,36,0,201,9580,0,3684.64,77.31,,,0,0,0,SIM,SIM,
42,43,"Brasília, DF",1996-12-29,2,6,17,25,26,58,0,75,5070,0,9738.03,144.06,,,0,0,0,SIM,SIM,
43,44,"Brasília, DF",1997-01-05,14,18,29,38,44,47,0,103,7742,0,7099.32,94.45,,,0,0,0,SIM,SIM,
44,45,"Brasília, DF",1997-01-12,7,30,37,44,53,55,0,33,3004,0,27201.47,298.82,,,0,0,0,SIM,SIM,
45,46,"Brasília, DF",1997-01-19,1,23,24,32,46,60,0,91,6263,0,9982.42,145.04,,,0,0,0,SIM,SIM,
46,47,"Brasília, DF",1997-01-26,3,17,25,35,48,56,0,210,10873,0,4458.44,85.94,,,0,0,0,SIM,SIM,
47,48,"Brasília, DF",1997-02-02,2,5,28,34,47,50,0,132,7454,0,7482.95,132.25,,,0,0,0,SIM,SIM,
48,49,"Brasília, DF",1997-02-09,7,13,33,35,43,55,1,155,9830,8405156.76,6916.34,108.85,,RJ,0,0,0,NAO,SIM,Ganhador RJ (Barra Mansa)
49,50,"Brasília, DF",1997-02-16,6,16,21,44,57,58,0,31,2800,0,25241.25,278.91,,,0,0,0,SIM,SIM,
50,51,"Brasília, DF",1997-02-23,17,23,24,25,42,47,0,143,9361,0,7231.47,110.25,,,0,0,0,SIM,SIM,
51,52,"Brasília, DF",1997-03-02,15,30,38,46,58,59,0,77,6442,0,15544.23,185.43,,,0,0,0,SIM,SIM,
52,53,"Brasília, DF",1997-03-09,3,13,16,38,42,46,0,210,10941,0,6337.79,121.41,,,0,0,0,SIM,SIM,
53,54,"Brasília, DF",1997-03-16,5,9,18,21,36,56,2,207,13067,7469653.99,7033.61,111.2,,BA,0,0,0,NAO,SIM,Ganhadores dos estados: BA e SP.
54,55,"Brasília, DF",1997-03-23,2,14,23,29,38,52,0,66,3840,0,10817.63,185.56,,,0,0,0,SIM,SIM,
55,56,"Brasília, DF",1997-03-30,2,7,20,35,51,59,0,48,2599,0,12142.2,223.81,,,0,0,0,SIM,SIM,
56,57,"Brasília, DF",1997-04-06,7,16,17,27,34,59,0,79,6173,0,10699.1,136.65,,,0,0,0,SIM,SIM,
57,58,"Brasília, DF",1997-04-13,12,27,30,37,44,49,1,65,5040,3631304.91,13601.07,175.06,,SP,0,0,0,NAO,SIM,Ganhador do Estado: SP
58,59,"Brasília, DF",1997-04-20,2,8,13,28,34,54,0,90,5351,0,7312.34,122.75,,,0,0,0,SIM,SIM,
59,60,"Brasília, DF",1997-04-27,3,14,15,20,21,38,0,129,7914,0,7111.47,115.69,,,0,0,0,SIM,SIM,
60,61,"Brasília, DF",1997-05-04,8,18,29,42,44,59,0,52,3866,0,18902.94,253.76,,,0,0,0,SIM,SIM,
61,62,"Brasília, DF",1997-05-11,6,8,13,24,31,52,0,119,8613,0,9968.7,137.46,,,0,0,0,SIM,SIM,
62,63,"Brasília, DF",1997-05-18,9,25,26,40,41,49,1,82,6359,13680019.57,16246.91,209.1,,MG,0,0,0,NAO,SIM,
63,64,"Brasília, DF",1997-05-25,8,12,23,50,54,60,0,29,2441,0,23309.96,276.38,,,0,0,0,SIM,SIM,
64,65,"Brasília, DF",1997-06-01,1,5,20,25,32,34,0,61,4932,0,11542.37,142.48,,,0,0,0,SIM,SIM,
65,66,"Brasília, DF",1997-06-08,12,13,15,26,33,48,0,102,7686,0,8054.25,106.68,,,0,0,0,SIM,SIM,
66,67,"Brasília, DF",1997-06-15,12,14,17,27,47,52,0,83,5479,0,10617.25,160.52,,,0,0,0,SIM,SIM,
67,68,"Brasília, DF",1997-06-22,1,3,12,13,53,59,0,49,4758,0,18496.73,190.11,,,0,0,0,SIM,SIM,
68,69,"Brasília, DF",1997-06-29,25,34,45,53,56,58,0,55,3661,0,17271.48,258.96,,,0,0,0,SIM,SIM,
69,70,"Brasília, DF",1997-07-06,17,23,27,40,43,58,0,95,6071,0,12899.52,201.46,,,0,0,0,SIM,SIM,
70,71,"Brasília, DF",1997-07-13,16,27,33,43,45,53,0,115,7430,0,12451.74,192.35,,,0,0,0,SIM,SIM,
71,72,"Brasília, DF",1997-07-20,1,19,34,43,44,48,0,85,7982,0,19676.33,209.13,,,0,0,0,SIM,SIM,
72,73,"Brasília, DF",1997-07-27,25,26,28,45,51,57,1,95,8222,21026575.4,21205.27,244.52,,BA,0,0,0,NAO,SIM,GANHADOR: BA - SALVADOR
73,74,"Brasília, DF",1997-08-03,2,24,34,37,38,50,0,40,3321,0,18257.68,219.48,,,0,0,0,SIM,SIM,
74,75,"Brasília, DF",1997-08-10,21,24,35,36,37,49,0,70,5032,0,12395.02,172.09,,,0,0,0,SIM,SIM,
75,76,"Brasília, DF",1997-08-17,8,17,18,23,33,53,0,92,6399,0,10247.61,147.04,,,0,0,0,SIM,SIM,
76,77,"Brasília, DF",1997-08-24,21,29,40,49,54,57,0,20,2635,0,49648.81,376.09,,,0,0,0,SIM,SIM,
77,78,"Brasília, DF",1997-08-31,12,22,25,31,32,46,0,103,5984,0,9907.36,170.19,,,0,0,0,SIM,SIM,
78,79,"Brasília, DF",1997-09-07,2,13,17,25,31,43,1,247,13375,6770601.75,4404.85,81.18,,RS,0,0,0,NAO,SIM,O ganhador da SENA do Estado do Rio Grande do Sul
79,80,"Brasília, DF",1997-09-14,23,28,37,40,48,51,0,43,4284,0,26443,264.89,,,0,0,0,SIM,SIM,
80,81,"Brasília, DF",1997-09-21,10,23,41,47,54,60,0,62,4870,0,19453.15,247.17,,,0,0,0,SIM,SIM,
81,82,"Brasília, DF",1997-09-28,15,18,29,36,51,53,1,77,5889,13877826.02,15982.73,208.57,,BA,0,0,0,NAO,SIM,Ganhador da SENA do Estado da Bahia.
82,83,"Brasília, DF",1997-10-05,4,15,16,24,42,57,0,76,4756,0,9408.43,150.04,,,0,0,0,SIM,SIM,
83,84,"Brasília, DF",1997-10-12,4,6,10,25,34,40,0,102,5546,0,7539.68,138.4,,,0,0,0,SIM,SIM,
84,85,"Brasília, DF",1997-10-19,6,15,30,37,45,47,0,45,4312,0,17279.25,179.96,,,0,0,0,SIM,SIM,
85,86,"Brasília, DF",1997-10-26,6,21,22,34,36,54,0,48,3752,0,16752.96,213.9,,,0,0,0,SIM,SIM,
86,87,"Brasília, DF",1997-11-02,4,5,11,28,32,40,0,64,5195,0,12696.6,156.11,,,0,0,0,SIM,SIM,A SENA ESTA ACUMULADA.
87,88,"Brasília, DF",1997-11-09,4,18,29,37,43,45,0,110,6805,0,7965.82,128.51,,,0,0,0,SIM,SIM,A MEGASENA ESTA ACUMULADA
88,89,"Brasília, DF",1997-11-16,13,34,42,44,55,59,0,36,3847,0,24246,226.45,,,0,0,0,SIM,SIM,A MEGA SENA EST- ACUMULADA.
89,90,"Brasília, DF",1997-11-23,9,21,26,40,52,54,1,74,4763,15764300.87,18584.49,288.17,,RJ,0,0,0,NAO,SIM,ESTADO CONTEMPLADO COM SENA: RIO DE JANEIRO
90,91,"Brasília, DF",1997-11-30,2,4,10,35,39,60,0,68,3878,0,9588.8,167.81,,,0,0,0,SIM,SIM,
91,92,,1997-12-07,1,3,5,23,24,51,0,75,5530,0,9792.64,132.56,,,0,0,0,SIM,SIM,
92,93,,1997-12-14,2,22,28,31,36,53,0,61,3795,0,12369.31,198.44,,,0,0,0,SIM,SIM,
93,94,,1997-12-21,8,18,28,51,52,55,0,25,2086,0,31457.49,376.26,,,0,0,0,SIM,SIM,
94,95,,1997-12-28,6,40,45,46,50,60,0,22,2185,0,30807.89,309.58,,,0,0,0,SIM,SIM,
95,96,,1998-01-04,4,7,26,40,42,58,1,62,3984,5218562.47,11993.17,186.27,,,0,0,0,NAO,SIM,Ganhador da SENA do Estado da Bahia.
96,97,,1998-01-11,5,11,14,35,53,56,1,56,3441,727932.66,10832.33,175.94,,,0,0,0,NAO,SIM,Ganhador da SENA do Estado de Minas Gerais.
97,98,,1998-01-18,13,14,31,33,35,43,0,89,4972,0,6508.88,116.28,,,0,0,0,SIM,SIM,
98,99,"Brasília, DF",1998-01-25,11,24,30,33,46,60,0,46,3015,0,14037.92,213.76,,,0,0,0,SIM,SIM,A MEGA EST- ACUMULADA ! ! !
99,100,,1998-02-01,14,29,30,46,48,51,0,56,3600,0,15930.48,247.32,,,0,0,0,SIM,SIM,
100,101,,1998-02-08,1,18,29,31,37,39,0,52,4653,0,20589.41,229.64,,,0,0,0,SIM,SIM,A MEGA EST- A C U M U L A D A ! ! !
101,102,,1998-02-15,19,20,37,42,44,56,1,73,6197,11336626.88,16743.36,196.85,,,0,0,0,NAO,SIM,Ganhador da SENA do Estado de Minas Gerais.
102,103,,1998-02-22,1,7,9,49,54,57,1,28,2632,696984.24,20743.58,220.24,,,0,0,0,NAO,SIM,GANHADOR DA SENA DO ESTADO DO PARAN-
103,104,,1998-03-01,1,4,13,21,38,52,0,37,2588,0,14006.33,199.85,,,0,0,0,SIM,SIM,A C U M U L O U !!!
104,105,,1998-03-08,3,13,31,43,46,49,0,55,4875,0,11824.08,133.14,,,0,0,0,SIM,SIM,A MEGA-SENA EST- ACUMULADA ! ! !
105,106,"Brasília, DF",1998-03-15,5,16,24,35,38,39,0,94,5390,0,7678.27,133.65,,,9795278,3000000,0,SIM,SIM,
106,107,,1998-03-22,2,4,16,24,51,52,0,35,3554,0,21494.23,211.26,,,0,0,0,SIM,SIM,A MEGA EST- ACUMULADA ! ! !
107,108,,1998-03-29,21,24,29,34,59,60,0,35,2453,0,22511.72,320.57,,,0,0,0,SIM,SIM,
108,109,,1998-04-04,1,13,44,48,49,54,0,39,3881,0,21153.3,212.15,,,0,0,0,SIM,SIM,A MEGA-SENA EST- ACUMULADA ! ! !
109,110,,1998-04-11,18,31,43,52,57,58,0,35,3212,0,27771.48,302.01,,,0,0,0,SIM,SIM,
110,111,,1998-04-18,4,22,25,32,33,52,0,68,6109,0,18082.94,200.88,,,0,0,0,SIM,SIM,
111,112,,1998-04-25,12,20,34,37,42,43,1,137,8340,15802579.93,9957.01,163.25,,,0,0,0,NAO,SIM,"01 GANHADOR DO ESTADO DO ""RIO GRANDE DO NORTE"""
112,113,,1998-05-02,7,26,28,34,54,55,0,38,2572,0,14269.55,210.4,,,0,0,0,SIM,SIM,
113,114,,1998-05-09,6,12,18,37,47,54,0,71,4908,0,9626.08,138.99,,,0,0,0,SIM,SIM,
114,115,,1998-05-16,4,6,14,20,24,38,0,78,5091,0,9283.1,141.95,,,0,0,0,SIM,SIM,A MEGA-SENA EST- ACUMULADA !!!
115,116,"BRASÍLIA, DF",1998-05-23,5,13,32,36,42,51,0,64,5270,0,11956.28,144.91,,,10384878,4200000,0,SIM,SIM,
116,117,,1998-05-30,20,25,27,33,42,53,0,36,3822,0,22046.87,207.26,,,0,0,0,SIM,SIM,
117,118,,1998-06-06,9,22,25,37,56,57,0,53,4342,0,16052.88,195.56,,,0,0,0,SIM,SIM,A MEGA-SENA EST- ACUMULADA ! ! !
118,119,,1998-06-13,1,21,36,38,47,50,0,21,2691,0,38921.16,303.13,,,0,0,0,SIM,SIM,
119,120,,1998-06-20,3,16,27,40,45,46,0,92,7073,0,13020.97,169.04,,,0,0,0,SIM,SIM,
120,121,,1998-06-27,2,29,41,44,53,55,0,45,4554,0,28917,285.17,,,0,0,0,SIM,SIM,A MEGA-SENA EST- ACUMULADA ! ! !
121,122,,1998-07-04,11,17,20,39,43,53,0,83,7203,0,18210.45,209.43,,,0,0,0,SIM,SIM,
122,123,,1998-07-11,13,14,16,26,32,42,0,176,13159,0,12440.56,166.06,,,0,0,0,SIM,SIM,A MEGA-SENA ACUMULOU (11¬ Vez)
123,124,,1998-07-18,5,15,34,41,52,57,1,188,14019,24536288.72,17242.12,230.76,,,0,0,0,NAO,SIM,O PREMIO PRINCIPAL SAIU PARA A CIDADE DE VILA VELHA NO ESTADO DO ESPIRITO SANTO.
124,125,,1998-07-25,25,41,47,53,56,59,0,46,2784,0,15425.68,254.38,,,0,0,0,SIM,SIM,
125,126,,1998-08-01,6,10,11,28,32,40,0,83,5510,0,10052.56,151.13,,,0,0,0,SIM,SIM,A MEGA-SENA EST- ACUMULADA ! ! !
126,127,,1998-08-08,21,29,50,51,54,59,0,40,2613,0,23638.47,361.14,,,0,0,0,SIM,SIM,
127,128,,1998-08-15,3,9,18,21,23,43,0,973,11715,0,1024.41,84.91,,,0,0,0,SIM,SIM,
128,129,"Brasília, DF",1998-08-22,1,9,10,32,46,54,0,67,5320,0,15634.41,196.51,,,0,0,0,SIM,SIM,A MEGA-SENA EST- BIG ACUMULADA ! ! !
129,130,,1998-08-29,13,29,38,42,49,53,0,155,11403,0,11796.24,160.03,,,0,0,0,SIM,SIM,
130,131,,1998-09-05,4,9,17,27,30,44,0,361,21683,0,6811.67,113.19,,,0,0,0,SIM,SIM,
131,132,,1998-09-12,7,9,35,41,44,50,0,143,12179,0,20846.64,244.29,,,0,0,0,SIM,SIM,"A MEGA CONTINUA ACUMULADA - Previsão de Prêmio para o Conc.133 = 29.000.000,00"
132,133,,1998-09-19,5,6,19,34,39,57,1,431,29264,30533241.12,10035.16,147.51,,,0,0,0,NAO,SIM,ESTADO CONTEMPLADO COM SENA: 01 MINAS GERAIS.
133,134,,1998-09-26,4,25,32,36,52,60,0,82,4575,0,10253.38,183.42,,,0,0,0,SIM,SIM,
134,135,,1998-10-03,21,22,35,40,53,59,0,40,3604,0,24573.18,272.19,,,0,0,0,SIM,SIM,A MEGA-SENA ESTÁ ACUMULADA ! ! !
135,136,,1998-10-10,1,17,25,38,45,59,0,126,7403,0,8435.36,143.29,,,0,0,0,SIM,SIM,
136,137,,1998-10-17,15,16,19,22,26,49,0,88,6701,0,12675.49,166.13,,,0,0,0,SIM,SIM,A MEGA-SENA ESTÁ ACUMULADA ! ! !
137,138,,1998-10-24,5,14,27,37,40,41,0,86,6953,0,14074.36,173.74,,,0,0,0,SIM,SIM,
138,139,,1998-10-31,3,13,26,27,41,42,2,179,9401,3902486.14,7216.46,137.14,,,0,0,0,NAO,SIM,02 Ganhadores do Estado de SÃO PAULO (Taubaté e São Paulo-Capital)
139,140,,1998-11-07,7,31,41,44,46,55,0,45,4945,0,36581.33,332.24,,,0,0,0,SIM,SIM,
140,141,,1998-11-14,10,13,22,41,42,58,0,119,10533,0,20106.1,226.7,,,0,0,0,SIM,SIM,A MEGA-SENA ESTÁ ACUMULADA. PREVISÃO DO PRÊMIO: 23 Milhões. ! ! !
141,142,,1998-11-21,8,15,19,20,54,59,0,162,13991,0,18143.56,209.66,,,0,0,0,SIM,SIM,A MEGA-SENA CONTINUA A C U M U L A A A D A !
142,143,,1998-11-28,6,18,20,40,50,53,0,144,10994,0,24792.99,324.1,,,0,0,0,SIM,SIM,A MEGA ACUMULOU E A BOLADA ESTARÁ BEM MAIOR ! ! !
143,144,,1998-12-05,8,32,36,44,45,55,1,257,23952,33597755.21,20952.14,224.38,,,0,0,0,NAO,SIM,ESTADO CONTEMPLADO COM A SENA: RONDONIA - CIDADE PORTO VELHO.
144,145,,1998-12-12,15,16,31,41,43,51,0,71,3389,0,15061.27,314.91,,,0,0,0,SIM,SIM,A C U M U L O U ! ! !
145,146,,1998-12-19,25,32,34,42,51,60,0,51,4079,0,23923.45,298.52,,,0,0,0,SIM,SIM,
146,147,,1998-12-24,6,16,23,24,28,38,1,75,5418,3805750.38,11760.17,162.48,,,0,0,0,NAO,SIM,01 Ganhador da MEGA - Distrito Federal
147,148,,1998-12-31,32,35,41,55,58,59,0,15,2322,0,53660.04,345.95,,,0,0,0,SIM,SIM,
148,149,"Brasília, DF",1999-01-09,7,11,20,28,45,48,0,106,6290,0,9795.13,164.74,,,0,0,0,SIM,SIM,"A MEGA ACUMULOU - O prêmio do CONC.150 pode chegar a 21,2 Milhões."
149,150,,1999-01-16,12,44,50,52,54,55,0,56,5540,0,36378.71,367,,,0,0,0,SIM,SIM,
150,151,,1999-01-23,3,16,20,43,52,56,1,152,9869,24091811.02,14678.07,225.62,,,0,0,0,NAO,SIM,Ganhador da SENA do Estado do Rio Grande do Norte.
151,152,,1999-01-30,5,12,15,29,51,58,0,75,5041,0,11562.39,172.03,,,0,0,0,SIM,SIM,A MEGA-SENA acumulou em mais de 1 milhão de reais.
152,153,,1999-02-06,2,30,31,42,45,47,0,47,4218,0,22846.45,254.57,,,0,0,0,SIM,SIM,
153,154,,1999-02-13,8,10,24,33,45,48,0,144,9252,0,7888.29,122.78,,,0,0,0,SIM,SIM,"A MEGA ESTÁ ACUMULADA - Próximo Conc. 155, será dia 20/02/1999"
154,155,,1999-02-20,12,30,32,35,43,44,1,67,4974,4988808.21,16126.32,217.22,,,0,0,0,NAO,SIM,Ganhador da SENA da cidade de Foz do Iguaçu - Estado do Paraná.
155,156,,1999-02-27,17,23,42,49,52,55,0,74,4455,0,11018.1,183.02,,,0,0,0,SIM,SIM,A MEGA-SENA está A C U M U L A D A !!!
156,157,,1999-03-06,4,13,17,21,41,44,1,134,8894,2140030.92,7224.03,108.84,,,0,0,0,NAO,SIM,Ganhador da SENA do Estado de Goiás.
157,158,,1999-03-13,4,14,17,43,51,58,0,31,3630,0,25856.53,220.81,,,0,0,0,SIM,SIM,A Mega-Sena A C U M U L O U !!!
158,159,"Brasília, DF",1999-03-20,9,11,16,35,50,58,1,57,4124,2038170.67,15735.49,217.49,,PR,0,0,0,NAO,SIM,Ganhador da SENA do Estado do Paraná.
159,160,"Sto. Antônio da Platina, PR",1999-03-27,2,13,42,52,54,58,0,74,6132,0,19431.89,234.5,,,0,0,0,SIM,SIM,"A MEGA está acumulada - o Prêmio do Concurso 161, poderá chegar a R$ 13 Milhões"
160,161,,1999-04-03,6,25,30,37,39,41,0,95,6865,0,14430.61,199.69,,,0,0,0,SIM,SIM,
161,162,,1999-04-10,21,23,33,38,48,51,0,92,7244,0,20941.3,265.96,,,0,0,0,SIM,SIM,
162,163,,1999-04-17,8,27,36,41,53,56,2,146,10793,8975833.36,15657.23,211.8,,,0,0,0,NAO,SIM,02 Ganhadores da MEGA: Distrito Federal e Mato Grosso do Sul
163,164,,1999-04-24,4,10,14,19,28,44,0,111,8386,0,7595.63,100.54,,,0,0,0,SIM,SIM,"A Mega-Sena ACUMULOU em: R$ 1.011.737,90"
164,165,,1999-05-01,10,19,23,35,39,56,2,75,5378,1044444.54,11968.35,166.91,,,0,0,0,NAO,SIM,Ganhadores da SENA dos Estados de Minas Gerais e Pernambuco.
165,166,,1999-05-08,12,13,22,57,59,60,0,47,3371,0,17424.67,242.95,,,0,0,0,SIM,SIM,A MEGA A C U M U L O U ! ! !
166,167,,1999-05-15,1,11,28,33,38,48,1,82,4997,2100980.21,11364.11,186.48,,,0,0,0,NAO,SIM,Ganhador da SENA do Estado do Rio de Janeiro.
167,168,,1999-05-22,2,9,31,35,45,50,0,48,3528,0,15743.7,214.2,,,0,0,0,SIM,SIM,MEGASENA - O prêmio está ACUMULADO
168,169,"Ourinhos, SP",1999-05-29,1,13,21,37,51,52,0,65,4489,0,13679.08,198.07,,,0,0,0,SIM,SIM,
169,170,,1999-06-05,7,41,46,51,55,58,0,50,6257,0,32383.95,258.78,,,0,0,0,SIM,SIM,"A MEGA-SENA CONTINUA ""A C U M U L A D A"" podendo passar de 16 MILHÕES DE REAIS"
170,171,"Americana, SP",1999-06-12,4,27,40,43,46,54,1,134,10378,16052410.83,14983.3,193.46,,,0,0,0,NAO,SIM,"UM GANHADOR DA MEGA-SENA, no Estado do Rio de Janeiro - Capital"
171,172,,1999-06-19,10,14,26,35,36,49,0,64,4592,0,13460.12,186.89,,,0,0,0,SIM,SIM,
172,173,,1999-06-26,17,28,29,42,49,50,1,40,3610,2148316.42,23220.41,256.32,,,0,0,0,NAO,SIM,O Ganhador da SENA é do Distrito Federal.
173,174,,1999-07-03,11,22,23,36,52,59,0,44,3217,0,17846.85,243.18,,,0,0,0,SIM,SIM,"A MEGA-SENA ( A C U M U L O U ) - R$ 942.313,58"
174,175,,1999-07-10,1,10,13,20,42,50,0,114,7058,0,8094.08,130.25,,,0,0,0,SIM,SIM,"A SENA está ACUMULADA em R$ 2.049.582,99."
175,176,,1999-07-17,1,3,4,28,45,53,0,62,5405,0,16696.39,190.8,,,0,0,0,SIM,SIM,
176,177,"São Leopoldo, RS",1999-07-24,22,35,38,39,41,59,0,52,4408,0,21716.29,255.21,,,0,0,0,SIM,SIM,"A SENA ESTÁ ACUMULADA, E O PRÊMIO ESTIMADO É DE R$ 6.500.000,00!"
177,178,,1999-07-31,5,15,19,26,27,33,1,198,13086,6129539.43,6240.11,94.07,,,0,0,0,NAO,SIM,Ganhador do Estado de São Paulo
178,179,"Araraquara, SP",1999-08-07,5,6,23,26,27,53,0,78,5646,0,10281.59,141.51,,,0,0,0,SIM,SIM,Não Houve Ganhador da Sena. MEGASENA ACUMULADA.
179,180,,1999-08-14,6,23,29,39,51,60,0,111,6978,0,15907.98,252.09,,,0,0,0,SIM,SIM,A MEGA SENA Acumulou - prêmio previsto superior a 14 Milhões.
180,181,"São Caetano do Sul, SP",1999-08-21,1,27,33,35,51,55,0,182,11797,0,11127.07,171.02,,,0,0,0,SIM,SIM,Estimativa de prêmio para a sena do próximo concurso: R$ 18 milhões.
181,182,,1999-08-28,3,5,10,28,46,60,0,239,17413,0,9954.78,136.13,,,0,0,0,SIM,SIM,A MEGASENA continua Acumulada
182,183,,1999-09-04,2,7,11,16,40,44,0,306,20677,0,9468.79,139.6,,,0,0,0,SIM,SIM,A MEGASENA Acumulou!!! Prêmio previsto acima de R$ 25 Milhões.
